"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Altuve, Jose","514888","2024","682","509",0.295,0.261,0.033999999999999975,0.439,0.406,0.032999999999999974,0.344,0.319,0.024999999999999967
"Ramírez, José","608070","2024","682","544",0.279,0.256,0.02300000000000002,0.537,0.467,0.07,0.364,0.333,0.030999999999999972
"Contreras, William","661388","2024","679","459",0.281,0.265,0.016000000000000014,0.466,0.476,-0.009999999999999953,0.359,0.359,0
"Arraez, Luis","650333","2024","672","611",0.314,0.31,0.0040000000000000036,0.392,0.408,-0.01599999999999996,0.323,0.33,-0.007000000000000006
"Profar, Jurickson","595777","2024","668","473",0.28,0.279,0.0010000000000000009,0.459,0.451,0.008000000000000007,0.365,0.366,-0.0010000000000000009
"Santander, Anthony","623993","2024","665","471",0.235,0.225,0.009999999999999981,0.506,0.458,0.04799999999999999,0.345,0.327,0.01799999999999996
"Torres, Gleyber","650402","2024","665","461",0.257,0.24,0.017000000000000015,0.378,0.386,-0.008000000000000007,0.313,0.314,-0.0010000000000000009
"Ward, Taylor","621493","2024","663","430",0.246,0.246,0,0.426,0.466,-0.040000000000000036,0.325,0.345,-0.019999999999999962
"Nimmo, Brandon","607043","2024","663","416",0.224,0.241,-0.016999999999999987,0.399,0.417,-0.01799999999999996,0.321,0.338,-0.017000000000000015
"Castellanos, Nick","592206","2024","659","469",0.254,0.268,-0.014000000000000012,0.431,0.454,-0.02300000000000002,0.321,0.337,-0.016000000000000014
"Happ, Ian","664023","2024","657","403",0.243,0.24,0.0030000000000000027,0.441,0.453,-0.01200000000000001,0.341,0.347,-0.00599999999999995
"Steer, Spencer","668715","2024","656","439",0.225,0.234,-0.009000000000000008,0.402,0.392,0.010000000000000009,0.316,0.321,-0.0050000000000000044
"Cronenworth, Jake","630105","2024","656","463",0.241,0.257,-0.016000000000000014,0.39,0.431,-0.04099999999999998,0.315,0.339,-0.02400000000000002
"Goldschmidt, Paul","502671","2024","654","428",0.245,0.252,-0.007000000000000006,0.414,0.462,-0.04800000000000004,0.31,0.332,-0.02200000000000002
"Hernández, Teoscar","606192","2024","652","402",0.272,0.245,0.027000000000000024,0.501,0.493,0.008000000000000007,0.36,0.347,0.013000000000000012
"Donovan, Brendan","680977","2024","652","511",0.278,0.275,0.0030000000000000027,0.417,0.432,-0.015000000000000013,0.332,0.341,-0.009000000000000008
"Perez, Salvador","521692","2024","652","467",0.271,0.271,0,0.456,0.53,-0.07400000000000001,0.335,0.361,-0.025999999999999968
"Peña, Jeremy","665161","2024","650","500",0.266,0.262,0.0040000000000000036,0.394,0.401,-0.007000000000000006,0.305,0.314,-0.009000000000000008
"Arozarena, Randy","668227","2024","648","384",0.219,0.213,0.006000000000000005,0.388,0.381,0.007000000000000006,0.32,0.322,-0.0020000000000000018
"Chapman, Matt","656305","2024","647","419",0.247,0.244,0.0030000000000000027,0.463,0.46,0.0030000000000000027,0.34,0.342,-0.0020000000000000018
"McMahon, Ryan","641857","2024","645","386",0.242,0.238,0.0040000000000000036,0.397,0.421,-0.023999999999999966,0.315,0.327,-0.01200000000000001
"Machado, Manny","592518","2024","643","473",0.275,0.266,0.009000000000000008,0.472,0.467,0.004999999999999949,0.34,0.34,0
"Bleday, JJ","668709","2024","642","448",0.243,0.238,0.0050000000000000044,0.437,0.413,0.02400000000000002,0.33,0.322,0.008000000000000007
"Hoerner, Nico","663538","2024","641","519",0.273,0.281,-0.008000000000000007,0.373,0.359,0.014000000000000012,0.313,0.318,-0.0050000000000000044
"Paredes, Isaac","670623","2024","641","443",0.238,0.221,0.016999999999999987,0.393,0.35,0.04300000000000004,0.327,0.309,0.018000000000000016
"Suárez, Eugenio","553993","2024","640","406",0.256,0.246,0.010000000000000009,0.469,0.463,0.00599999999999995,0.337,0.335,0.0020000000000000018
"Rutschman, Adley","668939","2024","638","475",0.25,0.254,-0.0040000000000000036,0.391,0.405,-0.014000000000000012,0.309,0.32,-0.01100000000000001
"Freeman, Freddie","518692","2024","638","450",0.282,0.272,0.009999999999999953,0.476,0.475,0.0010000000000000009,0.365,0.369,-0.0040000000000000036
"Winn, Masyn","691026","2024","637","486",0.267,0.253,0.014000000000000012,0.416,0.363,0.05299999999999999,0.315,0.296,0.019000000000000017
"India, Jonathan","663697","2024","637","417",0.248,0.262,-0.014000000000000012,0.392,0.418,-0.025999999999999968,0.333,0.354,-0.020999999999999963
"García, Adolis","666969","2024","637","409",0.224,0.223,0.0010000000000000009,0.4,0.422,-0.021999999999999964,0.296,0.309,-0.013000000000000012
"Alvarez, Yordan","670541","2024","635","461",0.308,0.299,0.009000000000000008,0.567,0.607,-0.040000000000000036,0.402,0.415,-0.012999999999999956
"Arenado, Nolan","571448","2024","635","493",0.272,0.253,0.019000000000000017,0.394,0.361,0.03300000000000003,0.314,0.299,0.015000000000000013
"Castro, Willi","650489","2024","635","413",0.247,0.242,0.0050000000000000044,0.385,0.39,-0.0050000000000000044,0.317,0.323,-0.006000000000000005
"Bregman, Alex","608324","2024","634","499",0.26,0.255,0.0050000000000000044,0.453,0.434,0.019000000000000017,0.331,0.325,0.006000000000000005
"Giménez, Andrés","665926","2024","633","495",0.252,0.261,-0.009000000000000008,0.34,0.362,-0.021999999999999964,0.281,0.301,-0.019999999999999962
"Naylor, Josh","647304","2024","633","462",0.243,0.254,-0.01100000000000001,0.456,0.451,0.0050000000000000044,0.332,0.338,-0.006000000000000005
"Harper, Bryce","547180","2024","631","415",0.285,0.264,0.020999999999999963,0.525,0.486,0.039000000000000035,0.38,0.361,0.019000000000000017
"Raleigh, Cal","663728","2024","628","376",0.22,0.229,-0.009000000000000008,0.436,0.483,-0.046999999999999986,0.323,0.347,-0.023999999999999966
"Garcia, Maikel","672580","2024","626","481",0.231,0.259,-0.027999999999999997,0.332,0.373,-0.04099999999999998,0.27,0.305,-0.034999999999999976
"De La Cruz, Bryan","650559","2024","622","419",0.233,0.241,-0.00799999999999998,0.384,0.431,-0.046999999999999986,0.283,0.306,-0.02300000000000002
"Díaz, Yandy","650490","2024","621","472",0.281,0.273,0.008000000000000007,0.414,0.432,-0.018000000000000016,0.331,0.339,-0.008000000000000007
"Verdugo, Alex","657077","2024","621","478",0.233,0.247,-0.013999999999999985,0.356,0.383,-0.027000000000000024,0.283,0.306,-0.02300000000000002
"Chisholm Jr., Jazz","665862","2024","621","412",0.256,0.237,0.019000000000000017,0.436,0.419,0.017000000000000015,0.327,0.317,0.010000000000000009
"Vaughn, Andrew","683734","2024","619","443",0.246,0.24,0.006000000000000005,0.402,0.442,-0.03999999999999998,0.304,0.32,-0.016000000000000014
"Diaz, Yainer","673237","2024","619","486",0.299,0.296,0.0030000000000000027,0.441,0.467,-0.026000000000000023,0.329,0.343,-0.014000000000000012
"Turang, Brice","668930","2024","619","462",0.254,0.261,-0.007000000000000006,0.349,0.346,0.0030000000000000027,0.294,0.302,-0.008000000000000007
"Rooker, Brent","667670","2024","614","373",0.293,0.263,0.02999999999999997,0.562,0.566,-0.0039999999999998925,0.392,0.381,0.01100000000000001
"Springer, George","543807","2024","614","432",0.22,0.24,-0.01999999999999999,0.371,0.412,-0.04099999999999998,0.298,0.325,-0.027000000000000024
"Rodríguez, Julio","677594","2024","613","413",0.273,0.274,-0.0010000000000000009,0.409,0.472,-0.063,0.321,0.348,-0.02699999999999997
"Morel, Christopher","666624","2024","611","381",0.196,0.222,-0.025999999999999995,0.346,0.401,-0.05500000000000005,0.28,0.316,-0.035999999999999976
"Schanuel, Nolan","694384","2024","607","426",0.25,0.253,-0.0030000000000000027,0.362,0.361,0.0010000000000000009,0.315,0.322,-0.007000000000000006
"Bohm, Alec","664761","2024","606","474",0.28,0.283,-0.002999999999999947,0.448,0.452,-0.0040000000000000036,0.335,0.345,-0.009999999999999953
"Doyle, Brenton","686668","2024","603","401",0.26,0.249,0.01100000000000001,0.446,0.442,0.0040000000000000036,0.328,0.33,-0.0020000000000000018
"Bell, Josh","605137","2024","603","421",0.249,0.233,0.015999999999999986,0.405,0.402,0.0030000000000000027,0.317,0.312,0.0050000000000000044
"Abrams, CJ","682928","2024","602","418",0.246,0.243,0.0030000000000000027,0.433,0.413,0.020000000000000018,0.322,0.32,0.0020000000000000018
"Arcia, Orlando","606115","2024","602","431",0.218,0.204,0.014000000000000012,0.354,0.332,0.021999999999999964,0.273,0.266,0.007000000000000006
"Neto, Zach","687263","2024","602","407",0.249,0.233,0.015999999999999986,0.443,0.421,0.02200000000000002,0.33,0.319,0.01100000000000001
"Devers, Rafael","646240","2024","601","384",0.272,0.267,0.0050000000000000044,0.516,0.514,0.0020000000000000018,0.364,0.366,-0.0020000000000000018
"Cruz, Oneil","665833","2024","599","364",0.259,0.259,0,0.449,0.475,-0.025999999999999968,0.331,0.344,-0.012999999999999956
"Burleson, Alec","676475","2024","595","478",0.269,0.27,-0.0010000000000000009,0.42,0.444,-0.02400000000000002,0.319,0.333,-0.014000000000000012
"Santana, Carlos","467793","2024","594","424",0.238,0.244,-0.006000000000000005,0.42,0.424,-0.0040000000000000036,0.326,0.333,-0.007000000000000006
"Swanson, Dansby","621020","2024","593","393",0.242,0.241,0.0010000000000000009,0.39,0.423,-0.032999999999999974,0.307,0.324,-0.017000000000000015
"Merrill, Jackson","701538","2024","593","462",0.292,0.3,-0.008000000000000007,0.5,0.547,-0.04700000000000004,0.352,0.375,-0.02300000000000002
"Smith, Josh","669701","2024","592","407",0.258,0.242,0.016000000000000014,0.394,0.365,0.029000000000000026,0.323,0.309,0.014000000000000012
"Suzuki, Seiya","673548","2024","585","356",0.283,0.252,0.030999999999999972,0.482,0.464,0.01799999999999996,0.365,0.348,0.017000000000000015
"Greene, Riley","682985","2024","584","358",0.262,0.249,0.013000000000000012,0.479,0.487,-0.008000000000000007,0.355,0.355,0
"Marte, Ketel","606466","2024","583","407",0.292,0.289,0.0030000000000000027,0.56,0.545,0.015000000000000013,0.391,0.394,-0.0030000000000000027
"Burger, Jake","669394","2024","579","389",0.25,0.253,-0.0030000000000000027,0.46,0.483,-0.022999999999999965,0.325,0.339,-0.014000000000000012
"Soler, Jorge","624585","2024","574","356",0.241,0.242,-0.0010000000000000009,0.442,0.463,-0.02100000000000002,0.34,0.352,-0.011999999999999955
"Chourio, Jackson","694192","2024","573","410",0.275,0.267,0.008000000000000007,0.464,0.431,0.03300000000000003,0.339,0.327,0.01200000000000001
"Rafaela, Ceddanne","678882","2024","571","398",0.246,0.227,0.01899999999999999,0.39,0.374,0.016000000000000014,0.286,0.276,0.009999999999999953
"Stott, Bryson","681082","2024","571","422",0.245,0.254,-0.009000000000000008,0.356,0.369,-0.013000000000000012,0.296,0.311,-0.015000000000000013
"Bellinger, Cody","641355","2024","569","432",0.266,0.241,0.025000000000000022,0.426,0.4,0.025999999999999968,0.322,0.305,0.017000000000000015
"Busch, Michael","683737","2024","567","338",0.248,0.217,0.031,0.44,0.432,0.008000000000000007,0.336,0.324,0.01200000000000001
"Vierling, Matt","663837","2024","567","402",0.257,0.252,0.0050000000000000044,0.423,0.402,0.020999999999999963,0.317,0.312,0.0050000000000000044
"Lowe, Nathaniel","663993","2024","565","365",0.265,0.25,0.015000000000000013,0.401,0.386,0.015000000000000013,0.337,0.332,0.0050000000000000044
"Cowser, Colton","681297","2024","561","330",0.242,0.23,0.011999999999999983,0.447,0.456,-0.009000000000000008,0.331,0.333,-0.0020000000000000018
"Langford, Wyatt","694671","2024","557","387",0.253,0.252,0.0010000000000000009,0.415,0.435,-0.020000000000000018,0.321,0.332,-0.01100000000000001
"Keith, Colt","690993","2024","556","408",0.26,0.265,-0.0050000000000000044,0.38,0.398,-0.018000000000000016,0.301,0.314,-0.013000000000000012
"Pasquantino, Vinnie","686469","2024","554","439",0.262,0.264,-0.0020000000000000018,0.446,0.452,-0.006000000000000005,0.325,0.336,-0.01100000000000001
"Gurriel Jr., Lourdes","666971","2024","553","417",0.279,0.265,0.014000000000000012,0.435,0.433,0.0020000000000000018,0.327,0.325,0.0020000000000000018
"Walker, Christian","572233","2024","552","354",0.251,0.243,0.008000000000000007,0.468,0.47,-0.0019999999999999463,0.343,0.354,-0.010999999999999954
"Gelof, Zack","680869","2024","547","317",0.211,0.198,0.012999999999999984,0.362,0.353,0.009000000000000008,0.276,0.273,0.0030000000000000027
"Smith, Will","669257","2024","544","379",0.248,0.238,0.010000000000000009,0.433,0.463,-0.030000000000000027,0.326,0.337,-0.01100000000000001
"Kwan, Steven","680757","2024","540","431",0.292,0.283,0.009000000000000008,0.425,0.392,0.032999999999999974,0.349,0.337,0.011999999999999955
"Turner, Trea","607208","2024","539","408",0.295,0.263,0.03199999999999997,0.469,0.43,0.03899999999999998,0.349,0.323,0.025999999999999968
"Turner, Justin","457759","2024","539","372",0.259,0.251,0.008000000000000007,0.383,0.394,-0.01100000000000001,0.327,0.333,-0.006000000000000005
"Rodgers, Brendan","663898","2024","539","372",0.267,0.246,0.02100000000000002,0.407,0.382,0.024999999999999967,0.314,0.299,0.015000000000000013
"Sánchez, Jesús","660821","2024","537","352",0.252,0.261,-0.009000000000000008,0.417,0.48,-0.063,0.317,0.348,-0.030999999999999972
"France, Ty","664034","2024","535","370",0.234,0.225,0.009000000000000008,0.365,0.394,-0.029000000000000026,0.296,0.306,-0.010000000000000009
"Langeliers, Shea","669127","2024","534","343",0.224,0.237,-0.012999999999999984,0.45,0.461,-0.01100000000000001,0.315,0.328,-0.013000000000000012
"Seager, Corey","608369","2024","533","381",0.278,0.28,-0.0020000000000000018,0.512,0.573,-0.06099999999999994,0.365,0.391,-0.026000000000000023
"Taveras, Leody","665750","2024","529","375",0.229,0.238,-0.00899999999999998,0.352,0.378,-0.026000000000000023,0.282,0.299,-0.017000000000000015
"García Jr., Luis","671277","2024","528","415",0.282,0.275,0.006999999999999951,0.444,0.461,-0.017000000000000015,0.328,0.335,-0.007000000000000006
"Thomas, Lane","657041","2024","528","340",0.237,0.24,-0.0030000000000000027,0.4,0.388,0.01200000000000001,0.309,0.311,-0.0020000000000000018
"Frelick, Sal","686217","2024","524","400",0.259,0.246,0.013000000000000012,0.335,0.309,0.026000000000000023,0.292,0.283,0.009000000000000008
"Benintendi, Andrew","643217","2024","522","384",0.229,0.244,-0.014999999999999986,0.396,0.407,-0.010999999999999954,0.298,0.31,-0.01200000000000001
"O'Hoppe, Logan","681351","2024","522","326",0.244,0.247,-0.0030000000000000027,0.409,0.462,-0.05300000000000005,0.311,0.333,-0.02200000000000002
"Young, Jacob","696285","2024","521","377",0.256,0.254,0.0020000000000000018,0.331,0.323,0.008000000000000007,0.29,0.291,-0.0010000000000000009
"Ramos, Heliot","671218","2024","518","344",0.269,0.245,0.02400000000000002,0.469,0.484,-0.015000000000000013,0.339,0.337,0.0020000000000000018
"Hoskins, Rhys","656555","2024","517","306",0.214,0.201,0.012999999999999984,0.419,0.402,0.01699999999999996,0.313,0.306,0.007000000000000006
"Betts, Mookie","605141","2024","516","397",0.289,0.282,0.007000000000000006,0.491,0.468,0.022999999999999965,0.371,0.364,0.007000000000000006
"Stephenson, Tyler","663886","2024","515","342",0.258,0.238,0.020000000000000018,0.444,0.413,0.031000000000000028,0.339,0.325,0.014000000000000012
"McCutchen, Andrew","457705","2024","515","317",0.232,0.219,0.013000000000000012,0.411,0.421,-0.010000000000000009,0.325,0.325,0
"Meyers, Jake","676694","2024","513","351",0.219,0.233,-0.014000000000000012,0.36,0.39,-0.030000000000000027,0.285,0.306,-0.02100000000000002
"Varsho, Daulton","662139","2024","513","324",0.214,0.185,0.028999999999999998,0.407,0.326,0.08099999999999996,0.304,0.265,0.03899999999999998
"Ortiz, Joey","687401","2024","511","346",0.239,0.232,0.0069999999999999785,0.398,0.347,0.051000000000000045,0.319,0.307,0.01200000000000001
"Winker, Jesse","608385","2024","508","329",0.253,0.243,0.010000000000000009,0.405,0.388,0.017000000000000015,0.338,0.33,0.008000000000000007
"Mountcastle, Ryan","663624","2024","507","365",0.271,0.271,0,0.425,0.455,-0.030000000000000027,0.316,0.336,-0.020000000000000018
"Sheets, Gavin","657757","2024","501","348",0.233,0.248,-0.014999999999999986,0.357,0.387,-0.030000000000000027,0.291,0.313,-0.02200000000000002
"Mullins, Cedric","656775","2024","499","350",0.234,0.224,0.010000000000000009,0.405,0.357,0.04800000000000004,0.31,0.292,0.018000000000000016
"Blackmon, Charlie","453568","2024","499","364",0.256,0.246,0.010000000000000009,0.412,0.374,0.03799999999999998,0.323,0.309,0.014000000000000012
"Kiner-Falefa, Isiah","643396","2024","496","392",0.269,0.251,0.018000000000000016,0.376,0.354,0.02200000000000002,0.299,0.289,0.010000000000000009
"McCarthy, Jake","664983","2024","495","372",0.285,0.265,0.019999999999999962,0.4,0.363,0.03700000000000003,0.329,0.314,0.015000000000000013
"Martinez, J.D.","502110","2024","495","295",0.235,0.252,-0.017000000000000015,0.406,0.48,-0.07399999999999995,0.318,0.353,-0.034999999999999976
"O'Hearn, Ryan","656811","2024","494","377",0.264,0.273,-0.009000000000000008,0.427,0.47,-0.04299999999999998,0.33,0.354,-0.023999999999999966
"Heim, Jonah","641680","2024","491","371",0.22,0.226,-0.006000000000000005,0.336,0.365,-0.02899999999999997,0.265,0.281,-0.016000000000000014
"Conforto, Michael","624424","2024","488","323",0.237,0.254,-0.017000000000000015,0.45,0.488,-0.03799999999999998,0.327,0.353,-0.025999999999999968
"Lux, Gavin","666158","2024","487","331",0.251,0.254,-0.0030000000000000027,0.383,0.39,-0.007000000000000006,0.31,0.319,-0.009000000000000008
"Wong, Connor","657136","2024","487","336",0.28,0.229,0.05100000000000002,0.425,0.362,0.063,0.33,0.291,0.039000000000000035
"Ruiz, Keibert","660688","2024","485","410",0.229,0.25,-0.02099999999999999,0.359,0.357,0.0020000000000000018,0.268,0.283,-0.014999999999999958
"Caballero, José","676609","2024","483","314",0.227,0.213,0.014000000000000012,0.347,0.317,0.02999999999999997,0.277,0.267,0.010000000000000009
"DeJong, Paul","657557","2024","482","294",0.227,0.216,0.01100000000000001,0.427,0.402,0.024999999999999967,0.302,0.293,0.009000000000000008
"Pham, Tommy","502054","2024","478","335",0.248,0.26,-0.01200000000000001,0.368,0.413,-0.044999999999999984,0.297,0.321,-0.02400000000000002
"Marsh, Brandon","669016","2024","476","270",0.249,0.233,0.015999999999999986,0.419,0.418,0.0010000000000000009,0.326,0.327,-0.0010000000000000009
"Rojas, Josh","668942","2024","476","317",0.225,0.221,0.0040000000000000036,0.336,0.361,-0.024999999999999967,0.286,0.297,-0.01100000000000001
"Yastrzemski, Mike","573262","2024","474","306",0.231,0.217,0.014000000000000012,0.437,0.406,0.030999999999999972,0.319,0.304,0.015000000000000013
"O'Neill, Tyler","641933","2024","473","254",0.241,0.211,0.03,0.511,0.489,0.02200000000000002,0.36,0.34,0.019999999999999962
"McNeil, Jeff","643446","2024","472","360",0.238,0.233,0.004999999999999977,0.384,0.347,0.03700000000000003,0.304,0.293,0.01100000000000001
"Harris II, Michael","671739","2024","470","349",0.264,0.28,-0.016000000000000014,0.418,0.468,-0.050000000000000044,0.312,0.346,-0.033999999999999975
"Kim, Ha-Seong","673490","2024","470","333",0.233,0.245,-0.011999999999999983,0.37,0.359,0.01100000000000001,0.308,0.319,-0.01100000000000001
"Riley, Austin","663586","2024","469","309",0.256,0.265,-0.009000000000000008,0.461,0.523,-0.062,0.338,0.367,-0.02899999999999997
"Polanco, Jorge","593871","2024","469","282",0.213,0.224,-0.01100000000000001,0.355,0.406,-0.051000000000000045,0.287,0.31,-0.02300000000000002
"Jeffers, Ryan","680777","2024","465","325",0.226,0.224,0.0020000000000000018,0.432,0.394,0.03799999999999998,0.317,0.307,0.010000000000000009
"Bogaerts, Xander","593428","2024","463","355",0.264,0.26,0.0040000000000000036,0.381,0.386,-0.0050000000000000044,0.3,0.308,-0.008000000000000007
"Candelario, Jeimer","600869","2024","463","316",0.225,0.22,0.0050000000000000044,0.429,0.375,0.05399999999999999,0.304,0.285,0.019000000000000017
"Canha, Mark","592192","2024","462","302",0.242,0.211,0.031,0.346,0.314,0.03199999999999997,0.31,0.293,0.017000000000000015
"Urshela, Gio","570482","2024","461","365",0.25,0.262,-0.01200000000000001,0.361,0.4,-0.039000000000000035,0.281,0.307,-0.025999999999999968
"Stanton, Giancarlo","519317","2024","459","276",0.233,0.243,-0.009999999999999981,0.475,0.52,-0.04500000000000004,0.33,0.354,-0.023999999999999966
"Schuemann, Max","680474","2024","459","286",0.22,0.221,-0.0010000000000000009,0.308,0.35,-0.04199999999999998,0.281,0.3,-0.01899999999999996
"Toglia, Michael","669911","2024","458","255",0.218,0.241,-0.022999999999999993,0.456,0.514,-0.057999999999999996,0.329,0.36,-0.030999999999999972
"Raley, Luke","670042","2024","455","273",0.243,0.22,0.022999999999999993,0.463,0.433,0.030000000000000027,0.339,0.321,0.018000000000000016
"Schneider, Davis","676914","2024","454","258",0.191,0.195,-0.0040000000000000036,0.343,0.367,-0.023999999999999966,0.277,0.293,-0.01599999999999996
"Vientos, Mark","668901","2024","454","283",0.266,0.241,0.025000000000000022,0.516,0.47,0.04600000000000004,0.356,0.333,0.022999999999999965
"Clement, Ernie","676391","2024","452","397",0.263,0.251,0.01200000000000001,0.408,0.379,0.02899999999999997,0.297,0.285,0.01200000000000001
"Crawford, J.P.","641487","2024","451","291",0.202,0.226,-0.023999999999999994,0.321,0.37,-0.04899999999999999,0.283,0.312,-0.029000000000000026
"Melendez, MJ","669004","2024","451","299",0.206,0.237,-0.031,0.4,0.434,-0.033999999999999975,0.292,0.321,-0.029000000000000026
"Adell, Jo","666176","2024","451","282",0.207,0.222,-0.015000000000000013,0.402,0.426,-0.023999999999999966,0.296,0.314,-0.018000000000000016
"Butler, Lawrence","671732","2024","451","308",0.262,0.253,0.009000000000000008,0.49,0.473,0.017000000000000015,0.345,0.341,0.003999999999999948
"Pederson, Joc","592626","2024","449","266",0.275,0.259,0.016000000000000014,0.515,0.486,0.029000000000000026,0.391,0.378,0.013000000000000012
"Kelenic, Jarred","672284","2024","449","283",0.231,0.238,-0.0069999999999999785,0.393,0.424,-0.030999999999999972,0.294,0.311,-0.017000000000000015
"Siri, Jose","642350","2024","448","238",0.187,0.197,-0.010000000000000009,0.366,0.419,-0.05299999999999999,0.271,0.299,-0.02799999999999997
"Bailey, Patrick","672275","2024","448","309",0.234,0.255,-0.02099999999999999,0.339,0.404,-0.065,0.281,0.322,-0.04099999999999998
"Westburg, Jordan","676059","2024","447","321",0.264,0.275,-0.01100000000000001,0.481,0.499,-0.018000000000000016,0.34,0.355,-0.014999999999999958
"Abreu, Wilyer","677800","2024","447","279",0.253,0.229,0.023999999999999994,0.459,0.433,0.026000000000000023,0.336,0.324,0.01200000000000001
"Triolo, Jared","669707","2024","446","281",0.216,0.226,-0.010000000000000009,0.315,0.347,-0.03199999999999997,0.275,0.296,-0.020999999999999963
"Lopez, Nicky","670032","2024","445","337",0.241,0.227,0.013999999999999985,0.294,0.291,0.0030000000000000027,0.275,0.273,0.0020000000000000018
"Pages, Andy","681624","2024","443","299",0.248,0.247,0.0010000000000000009,0.407,0.433,-0.026000000000000023,0.31,0.324,-0.014000000000000012
"Rocchio, Brayan","677587","2024","442","300",0.206,0.21,-0.0040000000000000036,0.316,0.308,0.008000000000000007,0.276,0.279,-0.0030000000000000027
"Moore, Dylan","664238","2024","441","251",0.201,0.196,0.0050000000000000044,0.367,0.333,0.033999999999999975,0.306,0.298,0.008000000000000007
"Tatis Jr., Fernando","665487","2024","438","303",0.276,0.294,-0.01799999999999996,0.492,0.548,-0.05600000000000005,0.359,0.39,-0.031000000000000028
"Bader, Harrison","664056","2024","437","313",0.236,0.241,-0.0050000000000000044,0.373,0.387,-0.014000000000000012,0.285,0.299,-0.014000000000000012
"Albies, Ozzie","645277","2024","435","338",0.251,0.246,0.0050000000000000044,0.404,0.404,0,0.307,0.308,-0.0010000000000000009
"Perkins, Blake","663368","2024","434","281",0.24,0.218,0.021999999999999992,0.332,0.319,0.013000000000000012,0.288,0.28,0.007999999999999952
"Lopez, Otto","672640","2024","434","332",0.27,0.272,-0.0020000000000000018,0.377,0.402,-0.025000000000000022,0.302,0.317,-0.015000000000000013
"Garver, Mitch","641598","2024","430","237",0.172,0.176,-0.0040000000000000036,0.341,0.335,0.006000000000000005,0.281,0.284,-0.002999999999999947
"Miranda, Jose","669304","2024","429","339",0.284,0.255,0.02899999999999997,0.441,0.412,0.029000000000000026,0.328,0.311,0.017000000000000015
"Dubón, Mauricio","643289","2024","428","355",0.269,0.247,0.02200000000000002,0.361,0.337,0.023999999999999966,0.286,0.276,0.009999999999999953
"Isbel, Kyle","664728","2024","426","306",0.229,0.231,-0.0020000000000000018,0.367,0.333,0.033999999999999975,0.286,0.283,0.0030000000000000027
