"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Clemens, Kody",665019,3.9348778559252433,3.9348778559252433,2.974197051530782,1.163613939143609,-0.20293313474914706,,,,,2481,0,1193,928,0,0,165,3,189
"White, Eli",642201,3.7220982662602116,3.7220982662602116,2.2009276424472106,1.521170623812999,,,,,,1750,0,27,0,0,0,569,99,1055
"Sosa, Edmundo",624641,3.6660627170778732,3.6660627170778732,3.6857424000562444,-0.19043807283816372,0.17075838985979186,,,,,1824,0,0,697,716,378,30,3,0
"Seager, Corey",608369,3.6400992732014483,3.6400992732014483,2.831343770288331,0.02074844802873478,0.7880070548843863,,,,,2484,0,0,0,0,2484,0,0,0
"Urías, Ramón",602104,3.465990986520487,3.465990986520487,3.484682996012596,0.012449750631352924,-0.031141760123459858,,,,,2509,0,39,555,1915,0,0,0,0
"Tovar, Ezequiel",678662,3.4158745840529257,3.4158745840529257,2.3630132499778838,0.1782881761307605,0.8745731579442821,,,,,2402,0,0,0,0,2402,0,0,0
"Jung, Josh",673962,3.388575509664588,3.388575509664588,3.650331444444425,,-0.26175593477983716,,,,,3260,0,0,0,3260,0,0,0,0
"Betts, Mookie",605141,3.379067313230893,3.379067313230893,3.402079430526221,0.19809830808234694,-0.2211104253776769,,,,,3837,0,0,0,0,3834,0,0,3
"Perdomo, Geraldo",672695,3.230158139908068,3.230158139908068,3.391972454161124,-0.01319625347619987,-0.1486180607768564,,,,,4275,0,0,0,0,4275,0,0,0
"Contreras, William",661388,3.217632074973018,,,,,3.217632074973018,0.9493817914241462,1.650598175550108,0.6176521079987667,3341,3335,3,0,0,0,3,0,0
"Caballero, José",676609,3.168621640641013,3.168621640641013,3.701238935431432,-0.9247031574911533,0.3920858627007294,,,,,2577,0,0,436,351,1017,93,45,632
"Massey, Michael",686681,3.157555465629147,3.157555465629147,0.7843053522304916,0.44634523917593744,1.9269048742227202,,,,,1740,0,0,1485,0,0,255,0,0
"Kelly, Carson",608348,2.92925481592178,,,,,2.92925481592178,-1.920518092585534,3.2095644262512675,1.6402084822560459,2592,2592,0,0,0,0,0,0,0
"Bregman, Alex",608324,2.9122807145227454,2.9122807145227454,2.5388855878446157,,0.3733951266781287,,,,,2917,0,0,0,2917,0,0,0,0
"Lindor, Francisco",596019,2.876990133131354,2.876990133131354,3.921627554729729,0.10091650654344586,-1.1455539281418197,,,,,4122,0,0,0,0,4122,0,0,0
"Edwards, Xavier",669364,2.8680258411377597,2.8680258411377597,1.382889326463786,-0.025866448316488457,1.5110029629904616,,,,,3522,0,0,2443,0,1079,0,0,0
"Pérez, Wenceel",672761,2.7871833881220445,2.7871833881220445,1.974742894418481,0.8124404937035625,,,,,,2452,0,0,0,0,0,27,549,1876
"Duran, Ezequiel",677649,2.43935957083152,2.43935957083152,1.76473216288786,0.7318574684713302,-0.05723006052767049,,,,,1532,0,423,260,222,452,60,0,105
"Alexander, Blaze",677942,2.3990811311066405,2.3990811311066405,0.7950431392638091,0.9271786715208312,0.676859320322,,,,,1733,0,0,352,1297,0,21,63,0
"Swanson, Dansby",621020,2.388873543772573,2.388873543772573,1.2170837660614073,0.2274506478436268,0.9443391298675397,,,,,4161,0,0,0,0,4161,0,0,0
"Báez, Javier",595879,2.377493253737078,2.377493253737078,3.830489137406784,-0.19657758429544084,-1.256418299374265,,,,,3067,0,0,127,442,1283,0,1215,0
"Arenado, Nolan",571448,2.3284890984014224,2.3284890984014224,2.099110615864259,,0.22937848253716425,,,,,2642,0,0,0,2642,0,0,0,0
"Yastrzemski, Mike",573262,2.291209791962044,2.291209791962044,-2.274230106950517,4.565439898912561,,,,,,3305,0,0,0,0,0,138,123,3041
"Arcia, Orlando",606115,2.2875686891692473,2.2875686891692473,1.6498713891259782,,0.6376973000432687,,,,,1535,0,219,347,450,519,0,0,0
"Hernández, Enrique",571771,2.20719283199717,2.20719283199717,1.950038374934186,-0.2475103128514164,0.5046647699144001,,,,,1687,0,504,249,587,0,217,114,0
"Taylor, Michael A.",572191,2.177244725434425,2.177244725434425,2.891029527915287,-0.7137848024808631,,,,,,2380,0,0,0,0,0,740,963,677
"Fermin, Freddy",666023,2.100955692461315,,,,,2.100955692461315,-0.5678886432720136,1.6041800627625546,1.0646642729707736,2413,2410,0,3,0,0,0,0,0
"Chisholm Jr., Jazz",665862,2.0448354181152677,2.0448354181152677,3.483318708750519,-0.0005661111196388151,-1.4379171795156118,,,,,3267,0,0,2553,714,0,0,0,0
"Steer, Spencer",668715,2.0385591223750277,2.0385591223750277,1.9808936763305813,0.5633313163246507,-0.505665870280206,,,,,3248,0,3029,0,0,0,213,0,6
"García, Adolis",666969,2.0351136133823857,2.0351136133823857,0.9264865326752534,1.108627080707132,,,,,,3372,0,0,0,0,0,0,0,3372
"Rutschman, Adley",668939,2.0271032043345754,,,,,2.0271032043345754,2.4251846543280835,-0.9606786195120256,0.5625971695185158,1720,1720,0,0,0,0,0,0,0
"Arias, Gabriel",672356,2.008847811424073,2.008847811424073,2.371609630596983,0.7794967456387094,-1.1422585648116201,,,,,3211,0,0,514,111,2586,0,0,0
"Buxton, Byron",621439,1.9939366679819814,1.9939366679819814,2.438112471268998,-0.44417580328701656,,,,,,2919,0,0,0,0,0,0,2919,0
"Walker, Christian",572233,1.9067267560665198,1.9067267560665198,1.6737716007662569,,0.23295515530026273,,,,,3948,0,3948,0,0,0,0,0,0
"Westburg, Jordan",676059,1.8602546669457256,1.8602546669457256,2.0537019306874087,,-0.19344726374168322,,,,,1745,0,0,426,1319,0,0,0,0
"Fortes, Nick",663743,1.7935386379288403,,,,,1.7935386379288403,2.313536733499997,-1.517053744194836,0.9970556486236789,1757,1757,0,0,0,0,0,0,0
"Lewis, Royce",668904,1.7391687034318346,1.7391687034318346,0.90341112936781,-0.019551986238506024,0.8553095603025312,,,,,2478,0,0,0,2478,0,0,0,0
"Aranda, Jonathan",666018,1.7271994751724384,1.7271994751724384,0.5262852411216163,,1.2009142340508219,,,,,2297,0,2297,0,0,0,0,0,0
"Duran, Jarren",680776,1.6161563709173499,1.6161563709173499,-1.9693940071229377,3.5855503780402875,,,,,,4038,0,0,0,0,0,3447,582,9
"Díaz, Elias",553869,1.6023141054834706,,,,,1.6023141054834706,1.2753282065052565,-0.049943054662629834,0.3769289536408439,1950,1950,0,0,0,0,0,0,0
"Cowser, Colton",681297,1.6020791104584338,1.6020791104584338,0.4343368560857546,1.167742254372681,,,,,,2300,0,0,0,0,0,1083,1196,21
"Sanoja, Javier",691594,1.5893805880918983,1.5893805880918983,0.01620300101437021,1.1129747501696416,0.46020283690788516,,,,,2355,0,3,626,767,225,469,237,0
"Stott, Bryson",681082,1.583848050532372,1.583848050532372,5.257065450966838,0.31357040820401616,-3.9867878086384834,,,,,3573,0,0,3279,0,294,0,0,0
"Davis, Henry",680779,1.5613546468265254,,,,,1.5613546468265254,-1.734362497366714,3.580894114629456,-0.28517697043621565,2045,2045,0,0,0,0,0,0,0
"Alvarez Jr., Nacho",805373,1.4907958444039793,1.4907958444039793,1.2043809076592982,,0.28641493674468027,,,,,1486,0,0,0,1486,0,0,0,0
"Goodman, Hunter",696100,1.4461992638477308,,,,,1.4461992638477308,1.5022261437850708,-0.7689648378420362,0.7129379579046969,2524,2524,0,0,0,0,0,0,0
"Peraza, Oswald",672724,1.3672598176625503,1.3672598176625503,1.4841702807295416,0.039487855396631126,-0.1563983184636219,,,,,1949,0,326,270,1148,198,0,0,0
"Butler, Lawrence",671732,1.326848489513835,1.326848489513835,3.2004729204862383,-1.873624430972405,,,,,,3709,0,0,0,0,0,0,1366,2343
"Chourio, Jackson",694192,1.2900480240220322,1.2900480240220322,2.5510327706932268,-1.260984746671196,,,,,,3416,0,0,0,0,0,753,2264,399
"Ritter, Ryan",690022,1.2301864603689279,1.2301864603689279,1.1503729942011052,0.21108568524513857,-0.1312722190773161,,,,,1520,0,0,726,0,794,0,0,0
"Gonzales, Nick",693304,1.1772294197091753,1.1772294197091753,3.0951073713290205,0.043769921380255594,-1.9616478730001004,,,,,2519,0,0,2192,0,327,0,0,0
"Marsh, Brandon",669016,1.1736923422082903,1.1736923422082903,0.8458362088963512,0.3278561333119392,,,,,,2856,0,0,0,0,0,1014,1833,9
"Horwitz, Spencer",687462,1.1591743926513374,1.1591743926513374,0.6079562271776345,,0.5512181654737024,,,,,2504,0,2486,18,0,0,0,0,0
"House, Brady",691781,1.1471923857271233,1.1471923857271233,1.6179688917779507,0.030008385124930856,-0.5007848911757593,,,,,1846,0,0,0,1846,0,0,0,0
"Hoskins, Rhys",656555,0.9597112566618431,0.9597112566618431,0.7184900280881954,,0.24122122857364775,,,,,2012,0,2012,0,0,0,0,0,0
"Crews, Dylan",686611,0.7504007503373678,0.7504007503373678,2.4917849946211432,-1.7413842442837741,,,,,,2139,0,0,0,0,0,0,336,1803
"Vaughn, Andrew",683734,0.7421159633578799,0.7421159633578799,0.9762228331335077,,-0.23410686977562764,,,,,2304,0,2304,0,0,0,0,0,0
"Walls, Taylor",670764,0.7311795687593075,0.7311795687593075,0.6582470647221252,0.19378901243374383,-0.12085650839656131,,,,,2252,0,0,87,3,2162,0,0,0
"Durbin, Caleb",702332,0.5642516105303343,0.5642516105303343,1.1409241431842987,,-0.5766725326539648,,,,,3324,0,0,130,3182,12,0,0,0
"Myers, Dane",667472,0.5479565389127218,0.5479565389127218,1.3862142676045657,-0.8382577286918478,,,,,,2258,0,0,0,0,0,180,1553,525
"Collins, Isaac",686555,0.4532288342030968,0.4532288342030968,2.820451769816891,-2.3672229356137953,,,,,,2640,0,0,6,4,0,2458,0,172
"Tawa, Tim",694374,0.4442536906722215,0.4442536906722215,0.8286171390132541,-0.5196479839405332,0.13528453559950093,,,,,1477,0,367,558,45,0,183,314,10
"Smith, Cam",701358,0.44410385977764205,0.44410385977764205,0.8204907141183534,-0.37638685434071356,,,,,,3238,0,0,0,0,0,0,0,3238
"Hays, Austin",669720,0.3879937699663485,0.3879937699663485,0.8557352027112053,-0.4677414327448574,,,,,,1522,0,0,0,0,0,1522,0,0
"Sánchez, Jesús",660821,0.3849049468680088,0.3849049468680088,-0.680204410060431,1.0651093569284389,,,,,,2933,0,0,0,0,0,573,189,2171
"Canario, Alexander",672744,0.3032061056575627,0.3032061056575627,-1.9556816412477824,2.258887746905343,,,,,,1563,0,0,0,0,0,600,551,412
"Mead, Curtis",678554,0.21103393181557753,0.21103393181557753,-0.11949267752934165,,0.3305266093449193,,,,,1632,0,619,326,687,0,0,0,0
"Thomas, Alek",677950,0.17591820820432802,0.17591820820432802,0.12784627389288944,0.04807193431143919,,,,,,3241,0,0,0,0,0,0,3241,0
"Friedl, TJ",670770,0.16014849282719684,0.16014849282719684,1.212687037916163,-1.0525385450889655,,,,,,3885,0,0,0,0,0,0,3885,0
"Happ, Ian",664023,0.10806049841900034,0.10806049841900034,-0.39837848952248933,0.5064389879414881,,,,,,3823,0,0,0,0,0,3823,0,0
"Williamson, Ben",810938,0.10143463786849535,0.10143463786849535,0.2742830934944137,-0.001324635587973099,-0.17152382003794509,,,,,2109,0,0,0,2109,0,0,0,0
"Tucker, Kyle",663656,0.01109457735913999,0.01109457735913999,-2.099863020786782,2.1109575981459203,,,,,,3005,0,0,0,0,0,0,0,3005
"Espinal, Santiago",669289,-0.002041143912802959,-0.002041143912802959,1.132789079401593,-0.310900644782925,-0.8239295785314731,,,,,2152,0,48,381,1462,18,126,0,117
"De La Cruz, Elly",682829,-0.09362172741321417,-0.09362172741321417,-2.4033911758389106,0.09241089231867355,2.2173585561070253,,,,,4146,0,0,0,0,4146,0,0,0
"Naylor, Bo",666310,-0.14587253353750906,,,,,-0.14587253353750906,-2.7334849312724074,1.4898228640329654,1.0977895337019337,2836,2836,0,0,0,0,0,0,0
"Barger, Addison",680718,-0.14983145025555372,-0.14983145025555372,-3.588678530084987,3.978928550679471,-0.5400814708500392,,,,,3079,0,0,0,1840,0,0,0,1239
"Rengifo, Luis",650859,-0.1833163171604902,-0.1833163171604902,-3.37918718827328,0.9228654337026476,2.273005437410141,,,,,3522,0,0,1756,1703,6,8,6,43
"Turang, Brice",668930,-0.27038467927361853,-0.27038467927361853,-2.315008589570366,0.5196248301583097,1.5249990801384385,,,,,3987,0,0,3962,0,25,0,0,0
"Trevino, Jose",624431,-0.30891391394911005,,,,,-0.30891391394911005,1.5347263578593877,-1.0651003074808814,-0.7785399643276154,2177,2170,0,0,0,0,0,0,0
"Vázquez, Christian",543877,-0.34061740136727,,,,,-0.34061740136727,-2.839376235134597,1.1367742846624027,1.3619845491049256,1557,1557,0,0,0,0,0,0,0
"Fitzgerald, Tyler",666149,-0.371753459194168,-0.371753459194168,-0.3494718937199863,-0.0005936228451858204,-0.021687942628994674,,,,,1748,0,0,1685,0,0,0,0,63
"McNeil, Jeff",643446,-0.38495325489336213,-0.38495325489336213,0.9180335917081786,-0.4366771999337382,-0.8663096466678035,,,,,2610,0,6,1727,0,0,178,627,72
"Stowers, Kyle",669065,-0.39254381598858684,-0.39254381598858684,-2.399954628690454,2.0074108127018655,,,,,,2571,0,0,0,0,0,1625,171,775
"Mullins, Cedric",656775,-0.458755710342001,-0.458755710342001,3.9269345778067994,-4.3856902881488,,,,,,3193,0,0,0,0,0,0,3193,0
"Beck, Jordan",687597,-0.46128899186479855,-0.46128899186479855,-1.6163701888184323,1.1550811969536325,,,,,,3478,0,0,0,0,0,3472,6,0
"Tauchman, Mike",643565,-0.46794243532724056,-0.46794243532724056,-0.2784691214223567,-0.1894733139048847,,,,,,1713,0,0,0,0,0,0,0,1713
"Baty, Brett",683146,-0.540717447856497,-0.540717447856497,0.69005405402486,-0.053192946225866025,-1.1775785556554899,,,,,2838,0,0,1119,1719,0,0,0,0
"Guerrero Jr., Vladimir",665489,-0.6381838329477094,-0.6381838329477094,-1.4307707018574254,,0.7925868689097152,,,,,3380,0,3380,0,0,0,0,0,0
"Harper, Bryce",547180,-0.7176472395523319,-0.7176472395523319,0.5104663764880062,,-1.2281136160403388,,,,,3398,0,3398,0,0,0,0,0,0
"Nimmo, Brandon",607043,-0.7348047922908395,-0.7348047922908395,-0.6115316182903887,-0.12327317400045112,,,,,,3851,0,0,0,0,0,3806,45,0
"Herrera, Jose",645444,-0.750357080234765,,,,,-0.750357080234765,-0.46762203388745727,-1.3539357870623145,1.0712007407150064,1466,1460,0,0,0,0,0,0,0
"Schanuel, Nolan",694384,-0.8278528421014033,-0.8278528421014033,-1.6217116153151436,,0.7938587732137408,,,,,3393,0,3393,0,0,0,0,0,0
"McKinstry, Zach",656716,-0.8390467865244916,-0.8390467865244916,-0.7948349420941757,0.3549735528048342,-0.399185397235156,,,,,3443,0,6,93,1735,744,264,0,600
"Shaw, Matt",807713,-0.8461883790972874,-0.8461883790972874,-0.7255824024506489,,-0.12060597664663786,,,,,3048,0,0,18,3030,0,0,0,0
"Marte, Ketel",606466,-0.8807899906522213,-0.8807899906522213,0.9742152366379395,-0.029622777445468332,-1.825382449844692,,,,,2634,0,0,2634,0,0,0,0,0
"Naylor, Josh",647304,-0.9054485550355118,-0.9054485550355118,0.4355485626025145,,-1.340997117638027,,,,,3243,0,3243,0,0,0,0,0,0
"Baldwin, Drake",686948,-0.9656577548743033,,,,,-0.9656577548743033,-1.029218322933933,-1.6112638429317303,1.6748244109913628,2279,2279,0,0,0,0,0,0,0
"Soderstrom, Tyler",691016,-0.971201166850878,-0.971201166850878,0.6505936794707828,-1.5344551391688201,-0.08733970715284062,,,,,3785,0,1182,0,0,0,2603,0,0
"Jones, Nolan",666134,-1.0611288776118375,-1.0611288776118375,-4.906009911713401,3.8448810341015616,,,,,,2676,0,0,0,0,0,231,580,1865
"Henderson, Gunnar",683002,-1.0613496438273273,-1.0613496438273273,-2.3206147599685463,-0.023465068307844526,1.2827301844490615,,,,,3749,0,0,0,0,3749,0,0,0
"Torkelson, Spencer",679529,-1.19274017841418,-1.19274017841418,-1.7240606728006174,,0.5313204943864382,,,,,3816,0,3816,0,0,0,0,0,0
"Rice, Ben",700250,-1.2067573164434604,0.6912297276801083,0.7129344894643905,,-0.021704761784282198,-1.897987044123569,-1.1270130298966043,-0.3242458915777053,-0.44672812264925876,1799,689,1110,0,0,0,0,0,0
"Riley, Austin",663586,-1.2713500987300859,-1.2713500987300859,-0.8475350598960731,0.004021272525104692,-0.4278363113591169,,,,,2666,0,0,0,2666,0,0,0,0
"Burger, Jake",669394,-1.2782884915591204,-1.2782884915591204,-1.1305776408116448,-0.0020649471748225203,-0.14564590357265278,,,,,2270,0,2270,0,0,0,0,0,0
"Frazier, Adam",624428,-1.3106080853023285,-1.3106080853023285,-0.24560749431062343,0.03282763747161071,-1.0978282284633147,,,,,2742,0,0,1803,107,0,678,0,154
